ARTNR1|ABEZ1
390331|NF-Nachfüllp. MS für 390330 silberfarbig 12 mm
390332|NF-Druckknopf ANORAK MS goldfarbig 12 mm
390334|NF-Druckknopf ANORAK MS altmessing 12 mm
390336|NF-Druckknopf ANORAK MS altkupfer 12 mm
390337|NF-Nachfüllp. MS für 390336 altkupfer 12 mm
390339|NF-Druckknopf ANORAK MS brüniert 12 mm
390355|NF-Druckknopf ANORAK MS reifen altmessing 20 mm
390358|NF-Druckknopf ANORAK MS spirit altsilber 20 mm
390360|NF-Druckknopf MINI MS silberfarbig 8 mm
390370|"NF-Druckknopf ANORAK ""flach"" matt altgold 17 mm"
390371|"NF-Druckknopf ANORAK ""flach"" matt alteisen 17 mm"
390372|"NF-Druckknopf ANORAK ""flach"" matt brüniert 17 mm"
390375|"NF-Druckknopf ANORAK ""flach"" matt altgold 20 mm"
390376|"NF-Druckknopf ANORAK ""flach"" matt alteisen 20 mm"
390377|"NF-Druckknopf ANORAK ""flach"" matt brüniert 20 mm"
390392|NF-Nachfüllpackung MS für 390314 goldfarbig 15 mm
390420|NF-Druckknopf COLOR MS weiß 13 mm
390421|NF-Druckknopf COLOR MS schwarz 13 mm
390423|NF-Druckknopf COLOR MS marine 13 mm
390425|NF-Druckknopf COLOR MS dunkelgrün 13 mm
390427|NF-Druckknopf COLOR MS rot 13 mm
390429|NF-Druckknopf COLOR MS gelb 13 mm
390433|NF-Druckknopf COLOR MS hellblau 13 mm
390501|NF-Druckknopf SP.-MINI MS silberfarbig 13 mm
390502|NF-Druckknopf SP.-MINI MS brüniert 13 mm
390504|"NF-Druckkn. ANORAK MS ""Spectrum"" mattsilber 20 mm"
390505|"NF-Druckkn. ANORAK MS ""Freak"" altsilber 20 mm"
390506|"NF-Druckkn. ANORAK MS ""Interactiv"" alteisen 20 mm"
390507|"NF-Druckkn. ANORAK MS ""Hologram"" brüniert 20 mm"
390510|"NF-Druckkn. ANORAK MS ""Collage"" altmessing 20 mm"
390511|"NF-Druckkn. ANORAK MS ""Excursion"" mattsilber 20 mm"
390513|"NF-Druckkn. ANORAK MS ""Fusion"" altsilber 20 mm"
390520|"NF-Druckkn. ANORAK MS ""Spirit"" altsilber 17 mm"
390521|"NF-Druckkn. ANORAK MS ""Reifen"" altmessing 17 mm"
390800|NF-Druckkn. JERSEY MS glatte Kappe schwarz 15  mm
390803|NF-Druckkn. JERSEY MS glatte Kappe silberf. 15  mm
390804|NF-Druckkn. JERSEY MS glatte Kappe altkupfer 15  m
390900|Vario-Zange mit Lochwerkzeugen
401126|Trägerbandhalter weiß
401127|Trägerbandhalter schwarz
401150|Trägerbandhalter mit Sicherheitsnadel weiß
401151|Trägerbandhalter mit Sicherheitsnadel schwarz
401168|Trägerbandhalter schwarz
401169|Trägerbandhalter weiß
401170|Trägerbandhalter haut
401205|Nähfrei-Aufhänger Frottee weiß
401206|Nähfrei-Aufhänger Leinen weiß
403101|Nieten MS silberfarbig/goldfarbig 9 mm
403102|Nieten MS altkupfer/brüniert 9 mm
403150|Hohlnieten 3-4 mm Klemmber. MS silberfarbig
403151|Hohlnieten 4-6 mm Klemmber. MS silberfarbig
403152|Hohlnieten 6-9 mm Klemmber. MS silberfarbig
403160|Hohlnieten 3-4 mm Klemmber. Ms silberfarbig
403161|Hohlnieten 4-6 mm Klemmber. Ms silberfarbig
403162|Hohlnieten 6-9 mm Klemmber. Ms silberfarbig
403310|Creative Decor Ziernieten MS silberfarbig
403311|Creative Decor Ziernieten MS goldfarbig
403360|Creative Decor MS silberfarbig Halbkugel
403361|Creative Decor MS silberfarbig Sterne
403363|Creative Decor MS silberfarbig 4-eckig
403364|Creative Decor MS silberfarbig Strass 5 mm
403365|Creative Decor MS silberfarbig Strass 7 mm
403370|Creative Decor MS goldfarbig Halbkugel
403371|Creative Decor MS goldfarbig Sterne
403374|Creative Decor MS goldfarbig 4-eckig
403621|Decor Ziersplinte MS silberfarbig Halbkugel
405130|Wäsche-Clips ST silberfarbig
405181|Konfektionsklammern KST  transparent schmal 40 mm
405204|Combi-Clips ST silberfarbig 18 mm
405205|Combi-Clips ST silberfarbig 25 mm
405206|Combi-Clips ST silberfarbig 30 mm
405207|Combi-Clips ST silberfarbig 40 mm
405219|Hosenträger-Clips ST silberfarbig 18 mm
405220|Hosenträger-Clips ST silberfarbig 18 mm
405224|Hosenträger-Clips ST silberfarbig 30 mm
405225|Hosenträger-Clips ST silberfarbig 40 mm
405228|Hosenträger-Clips ST silberfarbig 25 mm
405261|Kragenstäbchen KST transparent
405270|Hosenträger-Clips ST silberfarbig 35 mm
405271|Hosenträger-Clips ST altsilber 35 mm A
405290|Combi-Clips ST silberfarbig 35 mm
405291|Combi-Clips ST altsilber 35 mm
413166|Rundbundschnallen ST silberfarbig 20 mm
416111|Bikini-/Gütelverschl. ST silberfarbig Schlinge 25
416120|Bikiniverschlüsse ST silberfarbig-matt 12 mm
416121|Bikiniverschlüsse ST goldfarbig 12 mm
416126|Bikiniverschlüsse ST silberfarbig 15 mm
416151|Bikiniverschlüsse KST transparent Kleeblatt 15 mm
416152|Bikiniverschlüsse KST transparent Schlinge 12 mm
416158|Bikiniverschlüsse KST transparent 20 mm
416160|Bikiniverschlüsse KST transparent 25 mm
416165|Bikiniverschlüsse KST transparent 30 mm
416201|Clips mit Ring ST silberfarbig 10 mm
416205|Clips mit Ring ST silberfarbig 15 mm
416350|Steckschnallen KST schwarz 25 mm
416351|Steckschnallen KST weiß 25 mm
416352|Steckschnallen KST stark schwarz 25 mm
416360|Steckschnallen KST schwarz 35 mm
416361|Steckschnallen KST weiß 35 mm
416372|Steckschnallen KST stark schwarz 40 mm
416401|Klappschnallen ST silberfarbig 30 mm
416404|Klappschnallen ST silberfarbig 35 mm
416410|Latzhosengarnituren ST silberfarbig 30 mm
416420|Latzhosengarnituren ST silberfarbig 40 mm
416430|Latzhosengarnituren ST vermessingt 30 mm
416431|Latzhosengarnituren ST altkupfer 30 mm
416432|Latzhosengarnituren ST goldfarbig 40 mm
416433|Latzhosengarnituren ST altkupfer 40 mm
416495|Tenax-Sperrverschlüsse MS silberfarbig 20 mm
416501|Pelzhaken-Clips braun
416502|Pelzhaken-Clips schwarz
416503|Pelzhaken-Clips beige
416620|"Kordelstopper KST ""Herz"" blau ""Prym for Kids"
416621|"Kordelstopper KST ""Herz"" rot ""Prym for Kids"
416622|"Kordelstopper KST ""Bär"" grün ""Prym for Kids"
416623|"Kordelstopper KST ""Bär"" blau ""Prym for Kids"
416630|Kordelstopper KST klein weiß
416631|Kordelstopper KST klein schwarz
416633|Kordelstopper KST klein mint
416634|Kordelstopper KST klein altsilber
416635|Kordelstopper KST klein altmessing
416636|Kordelstopper KST klein pink
416641|Kordelstopper KST groß altsilber
416642|Kordelstopper KST groß altmessing A
416645|Kordelstopper GUM flach schwarz
416650|Kordelstopper GUM 2-Loch schwarz groß A
416651|Kordelstopper GUM 2-Loch schwarz klein
416652|Kordelstopper KST 2-Loch silber satiniert groß
416653|Kordelstopper KST 2-Loch silber satiniert klein
416654|Kordelstopper KST 1-Loch silber satiniert
416670|Kordelstopper ZDG rund altsilber
416671|Kordelstopper ZDG rund altmessing
416675|Kordelstopper ZDG Traffico flach oval altmessing
416680|Klapp-Kordelenden KST weiß A
416681|Klapp-Kordelenden KST schwarz
416682|Klapp-Kordelenden KST grau
416684|Kordelenden ZDG Magic silberfarbig
416685|Kordelenden ZDG Traffico altmessing
416690|"Klapp-Kordelenden KST rot ""Prym for Kids"
416691|"Klapp-Kordelenden KST blau ""Prym for Kids"
416692|"Klapp-Kordelenden KST grün ""Prym for Kids"
431210|Fingerhut ST silberfarbig 14,0 mm
431211|Fingerhut ST silberfarbig 15,0 mm
431212|Fingerhut ST silberfarbig 16,0 mm
431213|Fingerhut ST silberfarbig 17,0 mm
431214|Fingerhut ST silberfarbig 18,0 mm
431312|Nähringe ST blank 16,0 mm
431313|Nähringe ST blank 17,0 mm
431314|Nähringe ST blank 18,0 mm
431620|Fingerhut KST farbig 15 - 16,5 mm im Sichtkarton
431630|Fingerhut KST farbig 15 - 16,5 mm lose im Karton
431700|Fingerschützer, KST, bunt INOX S7/52
431710|Fingerschützer, KST, bunt INOX 7/52
431790|Fingerhut verstellbar
431795|Däumling universal
431832|Fingerhut ZDG silberfarbig 14,0-18,0 mm sortiert A
431833|Fingerhut ZDG silberfarbig 14,0-18,0 mm sortiert
431841|Fingerhut ZDG silberfarbig 18,0 mm
431842|Fingerhut ZDG silberfarbig 17,0 mm
431843|Fingerhut ZDG silberfarbig 16,5 mm
431844|Fingerhut ZDG silberfarbig 16,0 mm
431845|Fingerhut ZDG silberfarbig 15,0 mm
431846|Fingerhut ZDG silberfarbig 14,0 mm
431851|Fingerhut ZDG silberfarbig 14-18 mm sortiert A
431859|Fingerhut ZDG silberfarbig 16,5 mm
431860|Fingerhut ZDG silberfarbig 14,0 mm
431861|Fingerhut ZDG silberfarbig 15,0 mm
431862|Fingerhut ZDG silberfarbig 16,0 mm
431863|Fingerhut ZDG silberfarbig 17,0 mm
431864|Fingerhut ZDG silberfarbig 18,0 mm
435220|Fingerhut LEDER
482111|Fashion-Zipper Gummi silberfarbig A
482113|Fashion-Zipper Kugelkette silberfarbig
482115|Fashion-Zipper Röhrchen silberfarbig Auslauf
482117|Fashion-Zipper Ring silberfarbig
482120|Fashion-Zipper Keulen silberfarbig
482121|Fashion-Zipper Öse silberfarbig
482131|Fashion-Zipper Matrix schwarz gebürstet
482132|Fashion-Zipper Classic mattsilber
482133|Fashion-Zipper Classic schwarz
482136|Fashion-Zipper Loop brüniert
482172|"Kinder-Zupfer Auto ""Prym for Kids"
482173|"Kinder-Zupfer Bär ""Prym for Kids"
482174|"Kinder-Zupfer Kuh ""Prym for Kids"
482175|"Kinder-Zupfer Traktor ""Prym for Kids"
482178|"Kinder-Zupfer Elefant ""Prym for Kids"
482179|"Kinder-Zupfer Delphin ""Prym for Kids"
482181|"Kinder-Zupfer Panda ""Prym for Kids"
482182|"Kinder-Zupfer Blume ""Prym for Kids"
482183|"Kinder-Zupfer Marienkäfer ""Prym for Kids"
482195|"Kinder-Zupfer ""Käpt'n Blaubär"
482196|"Kinder-Zupfer  ""Hein Blöd an Angel"
482197|"Kinder-Zupfer  ""Rettungsring"
482210|Fashion-Zipper Zepter silberfarbig/goldfarbig A
482212|Fashion-Zipper Perle silber/gold Auslauf
482313|Fashion-Zipper Kreuzknoten goldfarbig
482314|Fashion-Zipper Öse goldfarbig
482315|Fashion-Zipper Golden Star grau Ms. gebürstet
482410|Fashion-Zipper Sportstar altmessing
482411|Fashion-Zipper Öse altmessing
482420|Sport-Zupfer Schwimmen altmessing
482421|Sport-Zupfer Tennis altmessing
482422|Sport-Zupfer Ski altmessing A
482423|Sport-Zupfer Reiten altmessing
482424|Sport-Zupfer Fußball altmessing
482425|Sport-Zupfer Fahrrad altmessing
482426|Sport-Zupfer Surfen altmessing
482427|Sport-Zupfer Jogging altmessing
482444|Sport-Zupfer Fußball altsilber A
482445|Sport-Zupfer Fahrrad altsilber
482448|Sport-Zupfer Basketball altsilber
482449|Sport-Zupfer Inline-Skating altsilber
482500|Fashion-Zipper Lacrima Büffelhorn braun
482501|Fashion-Zipper Donna Büffelhorn schwarz
482502|Fashion-Zipper Pure dunkelbraun
482505|Fashion-Zipper Chrystal transp. Matt
521111|Hohlringe MS goldfarbig 11/16 mm
521112|Hohlringe MS goldfarbig 13/18 mm
521113|Hohlringe MS goldfarbig 15/20 mm
521114|Hohlringe MS goldfarbig 18/23 mm
521115|Hohlringe MS goldfarbig 20/27 mm
521116|Hohlringe MS goldfarbig 22/30 mm
521117|Hohlringe MS goldfarbig 26/35 mm
521118|Hohlringe MS goldfarbig 30/39 mm
521119|Hohlringe MS goldfarbig 32/44 mm
521120|Hohlringe MS goldfarbig 37/49 mm
521121|Hohlringe MS goldfarbig 41/53 mm
521122|Hohlringe MS goldfarbig 19/25 mm
521127|Hohlringe MS goldfarbig 45/62 mm
521128|Hohlringe MS goldfarbig 50/70 mm
521330|Hohlringe MS goldfarbig 11/16 mm
521332|Hohlringe MS goldfarbig 13/18 mm
521334|Hohlringe MS goldfarbig 18/23 mm
521336|Hohlringe MS goldfarbig 20/27 mm
521340|Hohlringe MS goldfarbig 26/35 mm
521342|Hohlringe MS goldfarbig 30/39 mm
526260|Faltenstecker KST transparent
541109|Ösen MS 2/0 B gelb poliert 7,0 mm
541111|Scheiben MS 2/0 B gelb poliert 7,0 mm
541112|Ösen MS 0 B gelb poliert 8,0 mm
541113|Scheiben MS 0 B gelb poliert 8,0 mm
541149|Scheiben MS 3 B gelb matt 10,5 mm
541150|Ösen MS 3 B gelb matt 10,5 mm
541151|Ösen MS 4 B gelb matt 11,5 mm
541153|Scheiben MS 4 B gelb matt 11,5 mm
541155|Scheiben MS 5 B gelb matt 12,5 mm
541159|Scheiben MS 7 B gelb matt 14,0 mm
541161|Scheiben MS 8 B gelb matt 15,0 mm
541163|Scheiben MS 9 B gelb matt 17,5 mm
541165|Scheiben MS 10 B gelb matt 19,5 mm
541167|Scheiben MS 11 B gelb poliert 21,5 mm
541168|Ösen MS 12 B gelb poliert 23,5 mm
541169|Scheiben MS 12 B gelb poliert 23,5 mm
541171|Ösen MS 10 B gelb matt 19,5 mm
541172|Ösen MS 14 B gelb poliert 28,5 mm
541173|Scheiben MS 14 B gelb poliert 28,5 mm
541174|Ösen MS 8 B gelb matt 15,0 mm
541175|Scheiben MS 6 B gelb matt 13,5 mm
541176|Ösen MS 6 B gelb matt 13,5 mm
541177|Ösen MS 5 B gelb matt 12,5 mm
541179|Ösen MS 9 B gelb matt 17,5 mm
541180|Ösen MS 1 B gelb poliert 8,5 mm
541182|Ösen MS 7 B gelb matt 14,0 mm
541270|Ösen MS 2 B gelb poliert 9,5 mm
541271|Ösen MS 3 B silberfarbig matt 10,5 mm
541273|Scheiben MS 1 B gelb poliert 8,5 mm
541275|Scheiben MS 2 B gelb poliert 9,5 mm
541279|Scheiben MS 1 B silberfarbig matt 8,5 mm
541281|Scheiben MS 2 B silberfarbig matt 9,5 mm
541283|Scheiben MS 3 B silberfarbig matt 10,5 mm
541285|Scheiben MS 4 B silberfarbig matt 11,5 mm
541287|Scheiben MS 5 B silberfarbig matt 12,5 mm
541291|Scheiben MS 7 B silberfarbig matt 14,0 mm
541293|Scheiben MS 8 B silberfarbig matt 15,0 mm
541294|Scheiben MS 6 B silberfarbig matt 13,5 mm
541297|Scheiben MS 10 B silberfarbig matt 19,5 mm
541298|Ösen MS 10 B silberfarbig matt 19,5 mm
541299|Ösen MS 7 B silberfarbig matt 14,0 mm
541300|Ösen MS 12 B silberfarbig matt 23,5 mm
541301|Scheiben MS 12 B silberfarbig matt 23,5 mm
541302|Ösen MS 14 B silberfarbig matt 28,5 mm
541303|Scheiben MS 14 B silberfarbig matt 28,5 mm
541304|Ösen MS 8 B silberfarbig matt 15,0 mm
541307|Ösen MS 5 B silberfarbig matt 12,5 mm
541308|Ösen MS 4 B silberfarbig matt 11,5 mm
541309|Ösen MS 2 B silberfarbig matt 9,5 mm
541310|Ösen MS 1 B silberfarbig matt 8,5 mm
541370|Ösen und Scheiben MS silberfarbig 11,0 mm
541371|Ösen und Scheiben MS goldfarbig 11,0 mm
541373|Ösen und Scheiben MS goldfarbig 14,0 mm
541374|Ösen und Scheiben MS silberfarbig 8,0 mm
541375|Ösen und Scheiben MS goldfarbig 8,0 mm
541376|Ösen und Scheiben MS brüniert 8,0 mm
541381|Ösen und Scheiben MS brüniert 11,0 mm
541383|Ösen und Scheiben MS silberfarbig 14,0 mm
541384|Ösen und Scheiben MS brüniert 14,0 mm
541452|Ösen MS 0 B silberfarbig matt 8,0 mm
541453|Scheiben MS 0 B silberfarbig matt 8,0 mm
541465|Ösen MS 6 B silberfarbig matt 13,5 mm
541675|Ösen MS 11 B gelb poliert 21,5 mm
541913|Ösen MS DIN 40 silberfarbig matt 40,0 mm
541914|Scheiben MS DIN 40 silberfarbig matt 40,0 mm
542363|Ösen MS silberfarbig/gelb HOBBY 4,0 mm
542371|Ösen und Scheiben MS brüniert 5,0 mm
542385|Ösen und Scheiben MS silberfarbig/gelb HOBBY 5,0 m
542400|Ösen MS silberfarbig 4,0 mm
542401|Ösen MS goldfarbig 4,0 mm
542402|Ösen MS brüniert 4,0 mm
542410|Ösen und Scheiben MS silberfarbig 5,0 mm
542411|Ösen und Scheiben MS goldfarbig 5,0 mm
542420|Ösen und Scheiben MS silberfarbig 5,0 mm
542480|Ösen MS silberfarbig 4 mm
545416|Wirbel für Drehverschlüsse MS 370 gelb 6,0 mm
545417|Wirbel für Drehverschlüsse MS 370 gelb 8,0 mm
545418|Wirbel für Drehverschlüsse MS 370 gelb 10,0 mm
545419|Wirbel für Drehverschlüsse MS 370 silberfarbig 6,0
545420|Wirbel für Drehverschlüsse MS 370 silberfarbig 8,0
545480|Ovale Ösen für Drehverschlüsse MS 370 gelb
545481|Ovale Scheiben f. Drehverschlüsse MS 370 gelb
545486|Ovale Ösen für Drehverschlüsse MS 370 silberfarbig
545487|Ovale Scheiben f. Drehverschlüsse MS 370 silberfar
545510|Drehverschlüsse MS silberfarbig 33 mm
552160|Mantelaufhänger EIS schwarz
552162|Mantelaufhänger EIS silberfarbig
552195|Mantelaufhänger EIS silberfarbig
552196|Mantelaufhänger EIS schwarz
552248|Schurzkette MS goldfarbig 51 cm
555210|Halbrundringe MS silberfarbig 20 mm
555211|Halbrundringe MS silberfarbig 25 mm A
555213|Halbrundringe MS silberfarbig 30 mm
610100|Quilt-Schablone Wellen
610101|Quilt-Schablone Mandala
610102|Quilt-Schablone Minis
610103|Quilt-Schablone Herzen
610104|Quilt-Schablone Efeu
610105|Quilt-Schablone Blumen
610106|Quilt-Schablone Sterne
610107|Quilt-Schablone Schleife
610108|Quilt-Schablone Kette
610109|Quilt-Schablone Flügel
610110|Quilt-Schablone Georgische Feder
610111|Quilt-Schablone Lotus
610112|Quilt-Schablone Elisabeths Stern
610113|Quilt-Schablone Dimensionen
610114|Quilt-Schablone Disc
610115|Quilt-Schablone Muschel
610116|Quilt-Schablone Pomp
610117|Quilt-Schablone Slalom
610118|Quilt-Schablone Spirale
610119|Quilt-Schablone Endlosigkeit
610470|Rollschneider Omnigrid 45 mm
610500|"Schere ""Fashion Line"" 10 cm"
610501|"Schere ""Fashion Line"" 14 cm"
610502|"Schere ""Fashion Line"" 17 cm"
610503|"Schere ""Fashion Line"" 21 cm"
610504|"Schere ""Fashion Line"" 23 cm"
610505|"Zackenschere ""Fashion Line"" 21 cm"
610510|"Schere ""Professional Trend"" 13,5 cm"
610511|"Schere ""Professional Trend"" 16,5 cm"
610512|"Schere ""Professional Trend"" 21 cm A"
610514|"Schere ""Professional Trend"" 10 cm"
610515|"Zackenschere ""Professional Trend"" 21 cm"
610517|"Schere ""Professional Trend"" 23 cm"
610700|Vergrößerungslineal
610701|Magnettafel
610702|Aufsteller für Magnettafel
610705|Garnwickelkarten
611100|Nadelgreifer
611101|Schrägbandformer 6 mm
611120|Nadel-Fee (Nur für Nähnadel lang Nr. 7)
611130|Quilt-Schablone Liane
611131|Quilt-Schablone Girlande
611132|Quilt-Schablone Ranke
611133|Quilt-Schablone 3 Blumen
611134|Quilt-Schablone kleine Herzen
611135|Quilt-Schablone Herz groß
611136|Quilt-Schablone Fächer
611137|Quilt-Schablone Schlingen
611138|Quilt-Schablone Blätterkranz
611139|Quilt-Schablone Blumenkorb
611140|Quilt-Schablone Flora
611146|Schablonenbogen neutral 30cm x 30cm transp.
611147|Schablonenset f. 10 Muster mit engl. Anleitung
611148|Schablonenbogen gerastert/neutral transparent
611155|"Nadeleinfädler KST ""Hein van der Faden"
611173|Nadeleinfädler silberfarbig
611175|Nadeleinfädler silberfarbig
611180|Einfädler für Stickgarn
611202|Nahttrenner groß
611203|Nahttrenner groß
611205|Nahttrenner klein
611220|Nahttrenner klein
611222|Pfriem ST mit Kunststoffgriff und Hülse
611223|Pfriem ST mit Kunststoffgriff ohne Hülse
611224|"Pfriem ST m. Kunststoffgriff und Hülse ""Prym for K"
611236|"Glückwunschkarten II zum Besticken ""Prym for Kids"
611237|"Glückwunschkarten I  zum Besticken ""Prym for Kids"
611238|"Garnheini mit 7 Farben Sticktwist ""Prym for Kids"
611247|Linealstopper selbstklebend
611250|Bienenwachs für Fäden und Reißverschlüsse
611260|Hufeisenmagnet
611266|Stopfpilz HOLZ lackiert (Fliegenpilz)
611270|Kopierrädchen mit Holzgriff
611276|Kopierrädchen mit Holzgriff Stahlrad
611277|Kopierrädchen mit Kunststoffgriff+Stahlnadeln
611280|Rasterpapier  87,5 X 62,5 cm
611282|Kopierpapier weiss/gelb 82 x 57 cm
611283|Parallel - Kopierrädchen
611293|Quilt-Clips
611294|Quiltklammern
611295|Heftpistole mit 500 Heftstiften A
611296|Heftstifte für Heftpistole
611297|Ersatznadeln für Heftpistole
611299|Textilradiergummi
611300|Schneiderkreiderad weiß
611305|Schneiderkreiderädchen Mini weiß
611306|Rollschn.-Lineal  cm-Eint. 15 cm x 15 cm
611307|Rollschn.-Lineal  cm-Eint. 15 cm x 30 cm
611308|Rollschn.-Lineal  cm-Eint. 15 cm x 60 cm
611309|Schrägbandstäbe
611310|Nachfüllpatrone Kreiderad weiß
611311|Nachfüllpatrone Kreiderad blau
611312|Kurvenlineal flexibel 46 cm 18 inch
611313|Rollschn.-Lineal  cm Eint. Dreieck 1/4 Quadrat
611314|Rollschn.-Lineal  cm Eint. Dreieck 1/2 Quadrat
611315|Nachfüllpatrone Kreiderädchen Mini weiß
611316|Nachfüllpatrone Kreiderädchen Mini blau
611317|Rollschn.-Lineal  cm-Eint. 3 cm x 15 cm
611318|Rollschn.-Lineal  cm-Eint. 10 cm x 45 cm
611319|Rollschn.-Lineal  cm-Eint. 31,5 cm x 31,5 cm
611320|Spann-/Dämpfunterlage INOX 8/21 70 cm 70 cm
611321|Nadelkissen Tomate
611322|Nähmaschinenspulen KST CB
611323|Nähmaschinenspulen KST 66 K
611324|"Nadelkissen Maus ""Prym for Kids"
611325|"Nadelkissen Tomate rot/grün ""Prym for Kids"
611327|"Nadelkissen Schildkröte ""Prym for Kids"
611328|Nadelfisch
611330|Magnetnadelkissen
611331|Schneider- und Quiltband 6 mm x 9 m
611332|Quilters Saummass KST klar 1/4inch x 6,7inch
611333|Quilters Fingerschutz verstellbar
611336|Armnadelkissen schmal rote Spange
611337|Armnadelkissen Profi blau mit Spange
611340|Armnadelkissen Profi blau mit Klettband
611341|Armnadelkissen Profi blau mit Klettband
611343|Schrägbandformer 12 mm
611344|Schrägbandformer 25 mm
611345|Schrägbandformer 18 mm
611346|Schlaufen-Wendenadel ST silberfarbig
611350|Nähmaschinen-Spulen ST cb Zentralspulen
611351|Nähmaschinen-Spulen ST für Umlaufgreifer 21,2 mm
611352|Nähmaschinen-Spulen ST für Umlaufgreifer 22 mm
611358|Glühbirne für Nähmaschinen 15W Schraub-Fassung
611359|Glühbirne für Nähmaschinen 15W Bajonett-Fassung
611360|Pflegeset für Nähmaschinen
611361|Fixier-Gewichte 70 mm
611365|Ersatzklinge Wellen für Multi-Rollschneider 45 mm
611367|Ersatzklinge Zacken für Multi-Rollschneider 45 mm
611368|Rollschneider Multi mit 3 Klingen 45 mm
611369|Ersatzklinge Standard für Multi-Rollschneider 45 m
611370|Rollschneider Maxi 45 mm
611371|Rollschneider Mini 28 mm
611372|Ersatzklinge für Rollschneider Maxi 45 mm
611373|Ersatzklinge für Rollschneider Mini 28 mm
611374|Unterlage KST grün cm/inch-Eint. 60 cm 45 cm
611381|Unterlage für Bastelmesser KST 45cm x 32cm
611382|Unterlage KST grün cm/inch-Eint. 90 cm 60 cm
611385|Wandhakenstifte mit kleinem Kopf
611386|Unterlage KST grün cm/inch-Eint. 45 cm 30 cm
611387|Rollschneider Jumbo 60 mm
611388|Ersatzklinge für Rollschneider Jumbo 60 mm
611390|Wandhaken + Stifte Rekord Nr.0
611391|Wandhaken + Stifte Rekord Nr.1
611392|Wandhaken + Stifte Rekord Nr.2
611393|Rollschneider Comfort 45 mm
611394|Doppelklingenmesser
611395|Ziehmesser mit 3 Klingen
611396|Ersatzklingen Standard für 611 394 + 611 395
611397|Ersatzklingen Hobel- / Meißel- für 611 395
611398|Ersatzklingen Schnitz- / Ecken- für 611 395
611399|Ersatzklingen Präzision für 611 395
611401|Wandhaken + Stifte Rekord Nr.1
611402|Wandhaken + Stifte Rekord Nr.2
611407|Schatztruhe
611408|Muschelschatulle
